* DEMO HOTELS
* The original data was loaded from the application "Sample Hotel Search" on the day 2013-08-11
* using a resource type of: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
Hare Krishna Guest House;a Place in New Delhi,India.;-2;1572-73 Main Bazar Paharganj Central Delhi; +91 11 4154 1340;2;http://harekrishnaguesthouse.com;12;true
Hotel Sahara International Deluxe;a Hotel in New Delhi,India.;-2;3162/63 Sangtrashan Paharganj;9810025353;2;http://www.hotelsaiinternational.in/;12;true
Hotel Star Paradise;a Hotel in New Delhi,India.;-2;4582 Main Bazar Paharganj Opp Reebok Showroom;(91-11) 23585357;2;http://www.stargroupofhotels.com/html/star_paradise.html;12;true
Star Palace Hotel New Delhi;a Hotel in New Delhi,India.;-2;4590 Main Bazar Pahar Ganj;+91-11-23582825;2;http://hotelstarpalacedelhi.com/;12;true
Hotel Surya Plaza New Delhi;a Hotel in New Delhi,India.;-2;2471 Nalwa Street Chuna Mandi Pahar Ganj;;5;http://www.new-delhi-hotels.com/hotel-crowne-plaza-surya.html;25;true
Anoop Hotel;a Hotel in New Delhi,India.;-2;1566 Main Bazar Paharganj; +91 11 2358 9366;2;http://www.anoophotel.com;13;true
Hotel Amax Inn;a Hotel in New Delhi,India.;-2;8145/6 Arakashan Road;;2;http://www.hotelamax.com/;13;true
Hotel Kwality;a Hotel in New Delhi,India.;-2;53 Arakashan Road Pahar Ganj;+919971177887;2.5;http://hotelkwality.com/;16;true
Hotel Sun Flower;a Hotel in New Delhi,India.;-2;962 Kumharan Street Main Bazar Paharganj;;2.5;http://www.hotelsunstargrand.com/profile.htm;16;true
Hotel Express 66;a Hotel in New Delhi,India.;-2;Thapar Chember 3rd 2 Deshbandhu Gupta Road Pahar Ganj; +91 11 2358 5651;3;http://www.express66.com;19;true
Hotel Shiva Intercontinental New Delhi;a Hotel in New Delhi,India.;-2;8478/13 Arakashan Road Ram Nagar Pahar Ganj;+91-9811225849;3;http://www.hotelshivaintercontinental.co.in/;19;true
Vintage Hostel;a Hostel in Paris,Île-de-France,France.;-21;73 rue de Dunkerque 09. Opéra; +33 1 42 64 22 02;2;http://www.villagehostel.fr;26;true
Hotel Pulitzer Paris;a Hotel in Paris,Île-de-France,France.;-21;23 Rue Du Faubourg Montmartre; +33 1 53 34 98 10;3;http://www.hotelpulitzer.com;35;true
Hotel Etoile Pereire;a Hotel in Paris,Île-de-France,France.;-21;146 Boulevard Pereire; +33 1 42 67 60 00;3;http://www.paris-hotel-etoile.com;39;true
Peace and Love Hostel Paris;a Hostel in Paris,Île-de-France,France.;-21;245 Rue La Fayette;+33 1 46 07 65 11;2;http://www.paris-hostels.com/;31;true
Hotel Lafayette;a Hotel in Paris,Île-de-France,France.;-21;198, rue Lafayette,; +33 1 40 35 76 07;3.5;http://www.galerieslafayette.com;52;true
Adagio Access Vanves Porte de Chatillon;a Hotel in Hauts-de-Seine,Île-de-France,France.;-21;5 rue Aristide Briand,; +33 1 40 95 56 00;3.5;http://www.accorhotels.com;53;true
Victory Hotel Galou;a Hotel in Paris,Île-de-France,France.;-21;15 Passage De L Industrie;01 47 70 10 84;3;http://www.victory-hotel-galou.com/en/accueil.html;49;true
Hotel Elysees 8;a Hotel in Paris,Île-de-France,France.;-21;16 Rue Cambaceres; +33 1 43 59 23 46;3;http://www.elyseeshotel.com;50;true
Hotel Prince Albert Monceau;a Hotel in Paris,Île-de-France,France.;-21;9 Rue Tarbe;+33 (0)1 47 54 06;2;http://www.hotelprincealbertwagram.com/;38;true
Etap Paris Porte DOrleans;a Hotel in Paris,Île-de-France,France.;-21;15-21 Boulevard Romain Rolland,; +33 1 45 45 49 49;4.0;http://www.accorhotels.com;65;true
Hotel de Nesle;a Hotel in Paris,Île-de-France,France.;-21;7 rue de Nesle,; +33 1 44 59 28 79;4.0;http://www.hoteldeneuveparis.com;67;true
Le Grand Hotel;a Hotel in Hauts-de-Seine,Île-de-France,France.;-21;36 boulevard Jean Jaures,; +33 1 40 07 32 32;2.5;http://www.intercontinental.com;48;true
Nation Hotel;a Hotel in Paris,Île-de-France,France.;-21;4 Rue Boissieu;33(0) 1 46 06 39 7;3;http://hotelnationmontmartre.com/;55;true
Lux Hotel Picpus;a Hotel in Paris,Île-de-France,France.;-21;74, boulevard de Picpus,; +33 1 43 44 55 56;4.5;http://www.parisluxhotel.com/;77;true
Hotel Le Canal;a Hotel in Paris,Île-de-France,France.;-21;48 Rue De Flandre; +33 1 40 05 00 57;3;http://www.hotellecanal.com;57;true
Pavillon Bercy Gare de Lyon;a Hotel in Paris,Île-de-France,France.;-21;209/211 Rue De Charenton; +33 1 43 40 80 30;3;http://www.pavillon-bercy-gare-de-lyon.com;57;true
Pavillon Villiers Etoile;a Hotel in Paris,Île-de-France,France.;-21;6 Rue Lebouteux; +33 1 40 53 05 05;3;http://www.pavillon-villiers.com;58;true
Hotel Bonsejour Montmartre;a Hotel in Paris,Île-de-France,France.;-21;11 Rue Burq;33 (1) 42 54 22 53;3;http://www.hotel-bonsejour-montmartre.fr/pages/en48alhomepag.html;59;true
Hotel Montpellier;a Hotel in Paris,Île-de-France,France.;-21;64 Boulevard Rochechouart; +33 1 42 96 28 50;3;http://www.montpensierparis.com;59;true
Pavillon Republique les Halles;a Hotel in Paris,Île-de-France,France.;-21;7-9 Rue Pierre Chausson; +33 1 40 18 11 00;3;http://www.pavillon-republique-les-halles.com;59;true
Zzzurg;a  in London.;-22;12 Regent Street, London;;1;http://1;1;true
Palmers Lodge;a Hostel in London,England,United Kingdom.;-22;40 College Crescent Swiss Cottage;;3;http://www.palmerslodge.co.uk/;17;true
Smart Russell Square Hostel;a Hostel in London,England,United Kingdom.;-22;70-72 Guilford St; +44 20 7833 8818;2;http://www.smartbackpackers.com;13;true
Travel Joy Hostel London;a Hostel in London,England,United Kingdom.;-22;111 Grosvenor Road Pimlico;;4;http://www.traveljoyhostels.com/;23;true
The Castle Bar;a Bed and Breakfast in London,England,United Kingdom.;-22;392 Camden Road; +44 20 7607 6752;2;http://www.castlebarcamden.co.uk;14;true
Journeys London Bridge Hostel;a Hostel in London,England,United Kingdom.;-22;204 Manor Place; +44 20 7735 6581;2;http://www.visitjourneys.com;15;true
Meininger Hotel London Hyde Park;a Hostel in London,England,United Kingdom.;-22;65-67 Queens Gate; +44 20 7590 6910;2;http://www.meininger-hotels.com;15;true
The W14 Hotel;a Hotel in London,England,United Kingdom.;-22;16-22 Gunterstone Road;+44 207 602 6600;2;http://www.thew14hotel.co.uk/;15;true
Clink261 Hostel London;a Hostel in London,England,United Kingdom.;-22;261-265 Grays Inn Road;;3;http://www.hostels-london.net/;21;true
Journeys Kings Cross St. Pancras;a Hostel in London,England,United Kingdom.;-22;54-58 Caledonian Road;;2;http://www.visitjourneys.com/;16;true
Barkston Youth Hostel London;a Hotel in London,England,United Kingdom.;-22;1 Barkston Gardens;;1;http://hostels-in-london-england.com/hostels/Barkston_Youth_Hostel.php;11;true
The Norfolk Towers Hotel;a Hotel in London,England,United Kingdom.;-22;34 Norfolk Place;;3;http://www.norfolk-towers-hotel.co.uk/;22;true
Journeys London Arsenal Hostel;a Hostel in London,England,United Kingdom.;-22;175 Blackstock Road;;2;http://visitjourneys.com/;18;true
New Cross Inn Hostel;a Hostel in London,England,United Kingdom.;-22;323A New Cross Road;020 8355 4976;2;http://www.newcrossinn.com/;18;true
YHA London Thameside;a Hostel in London,England,United Kingdom.;-22;20 Salter Road; +44 845 371 9756;2;http://www.yha.org.uk;20;true
Generator Hostel London;a Hostel in London,England,United Kingdom.;-22;37 Tavistock Place;517399-1;3;http://www.generatorhostels.com/;28;true
Garth Hotel;a Hotel in London,England,United Kingdom.;-22;69 Gower Street; +44 20 7636 5761;1;http://www.garthhotel-london.com;16;true
London Eye Hostel;a Hostel in London,England,United Kingdom.;-22;London South East Kensington; +44 20 7224 4405;1;http://www.londoneyehostel.com;19;true
Smart Hyde Park View Hostel;a Hostel in London,England,United Kingdom.;-22;16 Leinster Terrace;+44 (0)20 7402 410;2;http://www.smartbackpackers.com/hosteldetails/United-Kingdom/London/Smart-Hyde-Park-View/index.htm;29;true
Imperial College Beit Hall Hotel London;a Hotel in London,England,United Kingdom.;-22;Prince Consort Road;+44 (0)20 7589 511;3;http://www3.imperial.ac.uk/;42;true
Seven Hills Village Resort Rome;a Resort in Rome,Latium,Italy.;-23;Via Cassia 1216;10 - 00189;4;http://www.sevenhills.it/;19;true
Grand Hotel Fleming;a Hotel in Rome,Latium,Italy.;-23;Piazza Monteleone Di Spoleto 20;;4;http://www.grandhotelflemingrome.com/;32;true
Flaminio Village Bungalow Park;a Hotel in Rome,Latium,Italy.;-23;Via Flaminia Nuova 821;821 - 00189;4;http://www.villageflaminio.com/ENG/default.asp;35;true
Meeting Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Pier Vittorio Aldini 38/a;1 800 748 3127;3;http://www.romermhotels.worldweb.com/;35;true
1 Via dei Valeri;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Dei Valeri 1;;5;http://www.hoteldeimellini-rome.com/;54;true
Flaminius Hotel;a Hotel in Rome,Latium,Italy.;-23;Via del Frassineto 21-23;;3;http://www.hotelflaminiusrome.com/;36;true
Hotel Marechiaro;a Hotel in Rome,Latium,Italy.;-23;Via Gioberti 30 00185 Rome Italy;0039-(0)6 - 446536;2;http://www.hotelmarechiaro.com/;27;true
Hotel Victor Rome;a Hotel in Rome,Latium,Italy.;-23;Via Annia Regilla 60;96028380;3;http://www.romexplorer.com/rome-webcam.htm;36;true
Prime Hotel Roma Cassia;a Hotel in Rome,Latium,Italy.;-23;Via Barbarano Romano 19;;4;http://www.primeromacassia.com/;45;true
TOP Hotel American Palace EUR;a Hotel in Rome,Latium,Italy.;-23;Via Laurentina 554;554 - 00143;4;http://www.americanpalace.it/default-en.html;45;true
Aldobrandeschi Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Degli Aldobrandeschi 295;66415964;4;http://www.hotelaldobrandeschi.it/en/index.htm;46;true
Furio Camillo Bed and Breakfast Rome;a Bed and Breakfast in Rome,Latium,Italy.;-23;Via Camilla 40;01194800882;3;http://www.bed-and-breakfast-in-italy.com/bed_and_breakfast_rome.cfm;37;true
Hotel Giotto Rome;a Hotel in Rome,Latium,Italy.;-23;Via Cardinal Passionei 35;+39-(0)6-61662394;3;http://www.hotelgiotto.eu/en/;37;true
Hotel Villa del Parco;a Hotel in Rome,Latium,Italy.;-23;Via Nomentana 110;110 - 00161;3;http://www.hotelvilladelparco.it/;37;true
Aurora Garden Hotel;a Hotel in Rome,Latium,Italy.;-23;Via Emanuele Ciaceri 12;;3;http://hotelauroragarden.net/;38;true
Hotel Athena Rome;a Hotel in Rome,Latium,Italy.;-23;Via Ercole Pasquali 3;;3;http://universityrome.com/;38;true
Cristoforo Colombo Hotel Rome;a Hotel in Rome,Latium,Italy.;-23;Via Cristoforo Colombo 710;;4;http://cristoforocolomboroma.com/;48;true
Rouge Et Noir;a Hotel in Rome,Latium,Italy.;-23;Via Cosimo de Giorgi 8;;4;http://www.hotelrougeetnoir.it/;48;true
I Mulini a Vento B&B;a Hotel in ,Lazio,Italy.;-23;degli Scipioni 100,Lazio,Italy; +39 329 404 8382;4.5;http://www.imuliniaventobb.com;53;true
Hotel Mari 2 Rome;a Hotel in Rome,Latium,Italy.;-23;Via Calatafimi 40;01519560583;2;http://www.hotelmari2rome.com/;29;true
Mad Hostel Madrid;a Hostel in Madrid,Spain.;-28;C/ de la Cabeza 24; +34 914 20 05 83;2.5;http://www.wayhostel.com;16;true
Splendom Suites Madrid;a Apartment in Madrid,Spain.;-28;Alcalá 57; +34 917 81 65 61;4;http://www.splendomsuites.com;25;true
Hostal Castro;a Hotel in Madrid,Madrid,Spain.;-28;Leon, 13,Madrid,Madrid,Spain; +34 661 21 03 28;3.5;http://www.budgetplaces.com;29;true
No Name City Hostel;a Hostel in Madrid,Spain.;-28;Calle Atocha 45; +34 913 69 29 19;2;http://www.nonamecityhostel.com;20;true
Pension Lemus Madrid;a Place in Madrid,Spain.;-28;Calle Hortaleza 7;;3;http://www.madridman.com/madridhostels.html;28;true
Hostal Estrella;a Hotel in Madrid,Madrid,Spain.;-28;c/ La Estrella 5 - 2 Derecha,Madrid,Madrid,Spain; +34 915 21 75 85;4.0;http://www.hostalhelena.com;35;true
Hostal Huespedes Toledo;a Hotel in Madrid,Madrid,Spain.;-28;Calle Conde de Romanones 10, 3 ext/izda,Madrid,Madrid,Spain; +34 914 29 29 70;4.0;http://huespedestoledo.com;35;true
Hostal Casa Bueno;a Hotel in Madrid,Madrid,Spain.;-28;Calle Fuencarral 10, 4th floor,Madrid,Madrid,Spain; +34 915 22 89 83;4.5;http://www.hostalcasabueno.com;40;true
Hostal Residencia Arti II Madrid;a Place in Madrid,Spain.;-28;San Leonardo 12;;2;http://hotelsinmadridspain.net/tag/accommodation/;22;true
Hostal Residencia Arti Madrid;a Hostel in Madrid,Spain.;-28;Gran Vía 76;+34 91 435 07 60;2;http://www.hostaldondiego.com/;23;true
Hostal Artic;a Hotel in Madrid,Madrid,Spain.;-28;Gatzambide 57,Madrid,Madrid,Spain; +34 915 47 66 00;4.0;http://www.arti.es;39;true
Hostal Chelo Madrid;a Hostel in Madrid,Spain.;-28;Hortaleza 17 3º Izquierda;;3;http://www.madridman.com/madridhostels.html;32;true
Hostal Numancia Madrid;a Hostel in Madrid,Spain.;-28;Magdalena 8;+34 91 530 24 18;2;http://www.hostalnumancia-madrid.com/;24;true
Magda Hostel Madrid;a Hostel in Madrid,Spain.;-28;Calle de la Magdalena 5;;2;http://www.magdahostelmadrid.com/;25;true
Hostal Equity Point Madrid;a Hostel in Madrid,Spain.;-28;C/ Cruz 5;;2;http://www.equity-point.com/;26;true
Hostal Jemasaca-Palma61;a Hotel in Madrid,Madrid,Spain.;-28;C/ La Palma, 61,Madrid,Madrid,Spain; +34 915 32 70 11;3.5;http://www.hostaljemasaca-palma61.com;39;true
Hostal Maria Reloba;a Hotel in Madrid,Madrid,Spain.;-28;Calle Espoz y Mina 8,Madrid,Madrid,Spain; +34 915 32 43 03;3.5;http://www.hostalmariareloba.com;40;true
Hostal Bahia Madrid;a Hostel in Madrid,Spain.;-28;Calle Carretas 31 2 Izquierda; +34 915 22 98 46;3;http://www.hostalbahiamadrid.es;36;true
Silken Puerta de Madrid;a Hotel in Madrid,Spain.;-28;Juan Rizi 5;+34 917 445 400;4;http://www.hoteles-silken.com/hotel-puerta-america-madrid/;46;true
Tijcal II Hostal Madrid;a Hostel in Madrid,Spain.;-28;Calle Cruz 26;;3;http://www.hostaltijcal.com/;37;true
Kalorama Guest House;a Hotel in Columbia,Washington,United States of America.;-3;1854 Mintwood Place NW,Columbia,Washington,United States of America;(202) 588-8188;4.0;http://www.kaloramaguesthouse.com/reservations.php;65;true
The Churchill Hotel Washington D.C.;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1914 Connecticut Avenue NW;202-797-2000;4;http://www.thechurchillhotel.com/;86;true
Hyatt Arlington;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1325 Wilson Boulevard; (703) 525-1234;4;http://www.arlington.hyatt.com;92;true
The Westin Arlington Gateway;a Hotel in Arlington (Virginia),Virginia,United States.;-3;801 North Glebe Road; (703) 717-6200;4;http://www.starwoodhotels.com;92;true
Hyatt Regency Bethesda;a Hotel in Bethesda,Maryland,United States.;-3;One Bethesda Metro Center (7400 Wisconsin Ave); (301) 657-1234;4;http://bethesda.hyatt.com;95;true
Sheraton National Hotel;a Hotel in Arlington (Virginia),Virginia,United States.;-3;900 South Orme Street; (703) 521-1900;3;http://www.sheratonnational.com;78;true
Omni Shoreham Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2500 Calvert Street NW (at Connecticut Ave.); (202) 234-0700;4;http://www.omnihotels.com;101;true
The River Inn;a Hotel in Washington D.C.,District of Columbia,United States.;-3;924 25th Street Northwest; (202) 337-7600;4;http://www.theriverinn.com;101;true
Hampton Inn Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;4800 Leesburg Pike;(703) 329-1400;3;http://hamptoninn1.hilton.com/en_US/hp/index.do;82;true
Hilton Alexandria Mark Center;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;5000 Seminary Road; (703) 845-7684;3;http://www.hilton.com;84;true
The Madison;a Hotel in Columbia,Washington,United States of America.;-3;1177 Fifteenth Street NW,Columbia,Washington,United States of America; (202) 862-1600;4.0;http://www.madisonhoteldc.com;105;true
Sheraton Crystal City Hotel;a Hotel in Arlington (Virginia),Virginia,United States.;-3;1800 Jefferson Davis Highway; (703) 769-3970;3;http://www.sheratoncrystalcity.com;85;true
Washington Marriott Wardman Park;a Hotel in Washington D.C.,District of Columbia,United States.;-3;2660 Woodley Road NW; (202) 328-2000;4;http://www.marriott.com;110;true
Days Inn Arlington Pentagon;a Hotel in Arlington (Virginia),Virginia,United States.;-3;3030 Columbia Pike; (703) 521-5570;2;http://www.daysinn.com;67;true
One Washington Circle Hotel;a Hotel in Washington D.C.,District of Columbia,United States.;-3;One Washington Circle NW; (202) 872-1680;4;http://thecirclehotel.com;112;true
Washington Marriott;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1221 22nd Street Nw; (202) 872-1500;4;http://www.marriott.com;112;true
Hyatt Regency Crystal City;a Hotel in Arlington (Virginia),Virginia,United States.;-3;2799 Jefferson Davis Highway; (703) 418-1234;3;http://crystalcity.hyatt.com;91;true
Hyatt Regency Washington on Capitol Hill;a Hotel in Washington D.C.,District of Columbia,United States.;-3;400 New Jersey Ave NW; (202) 737-1234;3;http://washingtonregency.hyatt.com;91;true
Washington Hilton;a Hotel in Washington D.C.,District of Columbia,United States.;-3;1919 Connecticut Avenue NW; (202) 483-3000;4;http://www1.hilton.com;115;true
Hawthorn Suites by Wyndham Alexandria;a Hotel in Alexandria (Virginia),Virginia,United States.;-3;420 North Van Dorn Street; (703) 370-1000;3;http://www.hawthorn.com;94;true
Hotel Ibis Kemayoran Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jl Bungur Besar Raya 79-81;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1671-ibis-jakarta-kemayoran/index.shtml;30;true
Hotel Mustika;a Hotel in Jakarta,Indonesia.;-4;193e Gajah mada street;;1;http://brajamustika.com/;17;true
Ibis Jakarta Mangga Dua Hotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Pangeran Jayakarta 73;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1736-ibis-jakarta-slipi/index.shtml;34;true
The Plaza Hotel Glodok;a Hotel in Jakarta,Indonesia.;-4;Glodok Plaza Lot 3 Jl. Pinangsia Raya No. 1;;2;http://plazahotelglodok.com/;26;true
Putri Duyung Ancol;a Hotel in Jakarta,Indonesia.;-4;Taman Impian Jaya Ancol Jl. Lodan Timur No. 7;44548790;3;http://putriduyung-ancol.com/;37;true
Mega Matra Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Matraman Raya No. 115;021 9777 4848;2;http://megamatra.hargahotel.com/;28;true
Bangka Bed and Breakfast;a Bed and Breakfast in Jakarta,Indonesia.;-4;Jl. Bangka XI A no. 26 Kemang;;3;http://bangka-bnb.com/;38;true
The Kchrysant Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Daan Mogot No.63;+62 21 5660229;2;http://www.kchrysant.com/;30;true
Ibis Slipi;a Hotel in Jakarta,Indonesia.;-4;Jalan Letjen S Parman Kav 59;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1736-ibis-jakarta-slipi/index.shtml;41;true
Ibis Tamarin;a Hotel in Jakarta,Indonesia.;-4;Jl. KH Wahid Hasyim 77 Jakarta Pusat;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-1867-ibis-jakarta-tamarin/index.shtml;41;true
Hotel Mega Anggrek;a Hotel in Jakarta,Indonesia.;-4;Jalan Arjuna Selatan No 4 Kemanggisan;;3;http://www.megaanggrekhotel.com/;42;true
Oasis Amir Hotel Jakarta;a Hotel in Jakarta,Indonesia.;-4;Jalan Senen Raya;;4;http://oasisamirhotel.com/;53;true
MyHotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Hayam Wuruk No. 127 A;14480705335;3;http://www.myhotels.com/;43;true
FLAT06. Minimalist Residence;a Apartment in Jakarta,Indonesia.;-4;Jalan Haji Abdul Majid No 6 Cipete Utara Kebayoran Baru Fatmawati Selatan;;2;http://www.theflat06.com;33;true
Rasuna Icon;a Hotel in Jakarta,Indonesia.;-4;Jalan Karet Pedurenan No. 3;(021) 520 1642;3;http://www.rasunaiconresidence.com/index.php/sites/room/2;44;true
Orchardz Hotel;a Hotel in Jakarta,Indonesia.;-4;Jl. Industri Raya No. 8 Gunung Sahari;;3;http://pontianak.orchardzhotel.com/;46;true
Takes Mansion;a Hotel in Jakarta,Indonesia.;-4;Jl.Taman Kebon Sirih 1 No 3;021 - 718 19 66;3;http://takesmansion.com/;46;true
Hotel Jatra;a Hotel in Jakarta,Indonesia.;-4;Jalan Bandengan Selatan No. 20;+62 761 850888;2;http://www.jatrahotelpekanbaru.com/;35;true
Hotel Sentral Jakarta;a Hotel in Jakarta,Indonesia.;-4;Pramuka Raya kav 63 - 64 Jakarta pusat;;3;http://www.jakartahotels.com/;47;true
Triniti Hotel;a Hotel in Jakarta,Indonesia.;-4;Jalan Pembangunan 3 No.4 Pusat;;3;http://www.triniti.co.tz/;47;true
RooMs Islamabad;a Bed and Breakfast in Islamabad,Pakistan.;-6;Rohtas Road G-9/1;;4;http://www.roomsislamabad.com/;4;true
New Cape Grace Guest House;a Bed and Breakfast in Islamabad,Pakistan.;-6;H 8, Justice Abdul Rasheed Road, F-6/1;;3.5;http://www.newcapegrace.com/;35;true
Fortalice Jinnah;a Hotel in Islamabad,Pakistan.;-6;51 Bhitai Road F-7/1;;2;http://www.fortalice.com.pk/;85;true
BEST WESTERN Regency Hotel;a Hotel in Islamabad,Pakistan.;-6;Islamabad Club Road 6;;2;http://bestwestern.worldexecutive.com/locations/pakistan/islamabad/4755.html;89;true
Islamabad Marriott Hotel;a Hotel in Islamabad,Pakistan.;-6;Aga Khan Road Shalimar 5 PO Box 1251;92 51 2826121;4;http://www.marriott.co.uk/hotels/travel/isbpk-islamabad-marriott-hotel/;207;true
Islamabad Serena Hotel;a Hotel in Islamabad,Pakistan.;-6;Khayaban-E-Suhrawardy Sector G-5;(92) 51 287 4000;5;http://www.serenahotels.com/serenaislamabad/default-en.html;348;true
Stayokay Amsterdam Zeeburg;a Hostel in Amsterdam,Netherlands.;-63;Timorplein 21; +31 20 639 0199;2;http://www.stayokay.com;12;true
Sphinx Hotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Weteringschans 82; +31 20 627 3680;2;http://www.sphinxhotel.nl;17;true
Orfeo Hotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Leidsekruisstraat 14;;3;http://hotelorfeo.com/;26;true
Westcord Fashion Hotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Hendrikje Stoffelstraat 1; +31 20 681 0802;4;http://www.westcordhotels.nl;33;true
Inner Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Wanningstraat 1;31 20 6625792;2;http://www.innerhotel.nl/;20;true
Hotel Downtown Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Kerkstraat 25;+31 (0) 20 777 68;2;http://www.hoteldowntown.nl/;21;true
Stayokay Amsterdam Vondelpark;a Hostel in Amsterdam,Netherlands.;-63;Zandpad 5; +31 20 589 8996;2;http://www.stayokay.com;22;true
EasyHotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Ferdinand Bolstraat van Ostadestraat 97; +31 20 846 8100;3;http://www.easyhotel.com;30;true
Hem Hotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Voorburgstraat 250;+ 31 (0) 20 410 80;3;http://www.hemhotels.nl/nl/index.html;30;true
Hotel Croydon;a Hotel in Amsterdam,Netherlands.;-63;Warmoesstraat 75;;1;http://www.hostelcroydon.com/;15;true
Marnix Hotel;a Hotel in Amsterdam,Netherlands.;-63;Marnixstraat 382;;1;http://www.marnixhotel.com/;16;true
Sasha Bed And Breakfast Amsterdam;a Bed and Breakfast in Amsterdam,Netherlands.;-63;71 Vijzelstraat;;4;http://www.sashabedandbreakfastamsterdam.com/;42;true
City Hotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Prins Hendrikkade 130; +31 20 623 0836;2;http://www.cityhotelamsterdam.com;27;true
Hotel Princess Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Overtoom 80;31 206 1229 47;1;http://hotelprincessamsterdamamsterdam.priorguest.com/zh;19;true
Aalborg Hotel Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;Sarphatipark 106;106 - 1073;3;http://www.aalborg.nl/;39;true
Hotel City Garden Amsterdam;a Hotel in Amsterdam,Netherlands.;-63;P C Hooftstraat 162; +31 20 672 7919;3;http://www.win-hotels.com;39;true
Paganini Hotel;a Hotel in Amsterdam,Netherlands.;-63;Stadhouderskade 68;;3;http://www.hotelpaganini.nl/;39;true
Hotel Princess;a Hotel in ,Noord-Holland,Netherlands.;-63;Overtoom 80,Noord-Holland,Netherlands; +31 20 612 2947;2.5;http://www.animoohotels.com;36;true
Hotel Flipper;a Hotel in Amsterdam,Netherlands.;-63;Borssenburgstraat 5;;2;http://www.hotel-flipper-amsterdam.com/;31;true
Trianon Hotel;a Hotel in ,Noord-Holland,Netherlands.;-63;Jan Willem Brouwersstraat 3-7; +31 20 673 2073;2.0;http://www.trianonhotel.com;31;true
Hotel De Bently;a Hotel in Abuja,Nigeria.;-7;N. Okonjo Iweala Way Utako; +234 803 970 6606;4;http://hoteldebently.com/;154;true
Hawthorn Suites by Wyndham Abuja;a Hotel in Abuja,Nigeria.;-7;1 Uke Street; +234 9 460 3900;3;http://www.hawthornabuja.com;185;true
Protea Hotel Abuja;a Hotel in Abuja,Nigeria.;-7;3 Negroe Crescent Maitama; +234 9 413 5978;4;http://www.proteahotels.com/protea-hotel-asokoro.html;380;true
Ideas Manzil Guest House;a Place in Dhaka,Bangladesh.;-8;House -19 Road -79 Gulshan-2;;3;http://ideasmanzil-dhakaguesthouse.blogspot.com/;65;true
Czech Inn Hostel;a Hostel in Prague,Czech Republic.;-81;Francouzska 76;;3;http://www.czech-inn.com/;11;true
Little Quarter Hostel;a Hotel in Prague,Czech Republic.;-81;Nerudova 21;+420 257 212 029;3;http://www.littlequarter.com/;12;true
A Plus Hostel;a Hotel in Prague,Czech Republic.;-81;Na Florenci 1413/33;;3;http://www.plushostels.com/hostels;14;true
Hostel Rosemary Prague;a Hostel in Prague,Czech Republic.;-81;Růžová 5/971;;2;http://tyn.prague-hostels.cz/;12;true
Hotel Andel;a Hotel in Prague,Czech Republic.;-81;Radlicka 40;+420 251 171 310;3;http://hotelandel.com/;16;true
Hotel Ostas;a Hotel in Prague,Czech Republic.;-81;Orebitska 8;+420 222 540 960;3;http://www.hotelostas.cz/aboutus.htm;16;true
Hotel Residence Tabor;a Hotel in Prague,Czech Republic.;-81;Taboritska 4;;3;http://www.residencetaborhotel.com/;16;true
Plus Hostel Prague;a Hostel in Prague,Czech Republic.;-81;Privozni 1;;2;http://www.plushostels.com/plusprague;12;true
